id,order_id,card_id,store_id,card_title,urls,metadata,created_at,store_code,store_name,status,week_folder
24,63b5a98a-1372-4263-969f-62fbf66c02f1,f86577d5-3bbb-4331-aa89-94d026e6fe6e,,S&W Supermarket,"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/fe93ee71-2d39-44ed-9dd6-b6a652d12d10.jpeg""]","{""group_id"":""fca2ce2a-9921-4b6f-b075-e2fa981679b0"",""quantity"":""30"",""start_day"":""Friday"",""card_title"":""S&W Supermarket"",""resolution"":""1080x1920"",""triggered_at"":""2025-12-09T19:39:04.989796+00:00""}",2025-12-09 19:39:08.611+00,0139,S&W Supermarket,Pending,2025-W50
25,fb4aa37c-7e4c-48da-abc5-cb2a22ba6c8e,5e9f287c-22a1-4568-be1e-af7b02460ef7,,Trade Fair #09,"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/d575b9cf-1e53-42b2-93ea-8f4cddb0b6df.pdf""]","{""group_id"":""d5afa19b-7c13-42bf-a3b7-f70287749a54"",""quantity"":""20"",""start_day"":""Friday"",""card_title"":""Trade Fair #09"",""resolution"":""1600x1200"",""triggered_at"":""2025-12-09T19:39:39.847036+00:00""}",2025-12-09 19:39:44.012+00,0280,Trade Fair #09,Pending,2025-W50
26,69a4f85e-2e32-48e2-aa51-aff08cea679f,5171447e-539b-4d39-a21b-aa960617be16,,Ideal Fresh Market,"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/4056e747-8767-4809-9a42-3e1468878d52.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/0744886f-dcb3-4e9c-9847-5b3afb58239c.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/b89e7d13-3a64-4cdb-a453-19c0c5ed0b0c.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/84608039-5dc5-4869-9f0f-75c8bc0ad94e.jpeg""]","{""group_id"":""43816a6a-ddf4-4e00-865e-fb88bcceeb3f"",""quantity"":null,""start_day"":""Friday"",""card_title"":""Ideal Fresh Market"",""resolution"":null,""triggered_at"":""2025-12-09T19:46:48.749677+00:00""}",2025-12-09 19:46:59.851+00,0448,Ideal Fresh Market,Pending,2025-W50
27,79db4a1c-0227-43d8-91a8-4bec42b87c34,ce1d0247-b42d-4c65-bf7b-e96fcf7da0b3,,FHD Buttercups,"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/d9531370-c3b0-4cad-a921-c2190a88bcd9.docx""]","{""group_id"":""313edf64-6d56-4257-a9dd-62fc0083b500"",""quantity"":null,""start_day"":null,""card_title"":""FHD Buttercups"",""resolution"":null,""triggered_at"":""2025-12-09T21:40:38.611023+00:00""}",2025-12-09 21:40:42.35+00,IN0010,FHD Buttercups,Pending,2025-W50
28,649efb99-19ed-4c81-a09d-7df9f2583be6,a71093c7-c9dc-4615-b2db-d47e5b0afc70,,Test store,"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/81685f14-b2a7-4baa-ada3-4dbf652c3e28.pdf""]","{""group_id"":""02446adf-c914-4fb1-8280-d54c78ee6b17"",""quantity"":""16"",""start_day"":""Wednesday"",""card_title"":""Test store"",""resolution"":""1920x1080"",""triggered_at"":""2025-12-10T01:14:57.757608+00:00""}",2025-12-10 01:15:01.197+00,999999,Test store,Pending,2025-W50
29,5a4133e1-ad11-4339-9229-34c3209b7cb9,a825275a-2e57-4ecd-b9b1-55c99cee6f23,,Test Store 99998,"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/923e1394-b10c-4df9-bfe6-660cc813ae72.pdf""]","{""group_id"":""a5168773-4b02-4e2b-9e57-bcfaa21a3604"",""quantity"":""20"",""start_day"":""Wednesday"",""card_title"":""Test Store 99998"",""resolution"":""1920x1080"",""triggered_at"":""2025-12-10T01:15:40.140191+00:00""}",2025-12-10 01:15:43.865+00,99998,Test Store 99998,Pending,2025-W50
30,a485b7bb-98d9-46d8-94a4-82ea38a0a1b0,1de5a063-e250-4872-9f56-11b39c806f16,,"La Placita ","[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/06216456-1150-47f8-8092-d8f8f92f5394.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/a39ffa28-9ba6-4ff2-a9ff-33100a1b6ad3.jpeg""]","{""group_id"":""76a546ab-c024-4599-8c98-cc6c507e1087"",""quantity"":""34"",""start_day"":""Friday"",""card_title"":""La Placita "",""resolution"":""1600x1200"",""triggered_at"":""2025-12-10T13:02:10.572198+00:00""}",2025-12-10 13:02:16.867+00,0288,"La Placita ",Pending,2025-W50
31,870f29a7-c51b-4cf5-b265-6c8e3614a71e,5db4ce86-0e14-4fa5-ae54-231f0a5ae281,,"Super Fresh Jerome ","[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/0682227a-8341-4c38-96c6-181bce607bb6.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/e2664e41-526d-413e-afa4-7a9fca329b1b.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/e2931cb1-5485-4e90-b15d-69a4dddf7dbc.jpeg""]","{""group_id"":""a87b8e8e-f1f0-4be9-b158-640ee57fdebd"",""quantity"":""30"",""start_day"":""Friday"",""card_title"":""Super Fresh Jerome "",""resolution"":""1080x1920"",""triggered_at"":""2025-12-10T13:02:16.343537+00:00""}",2025-12-10 13:02:24.594+00,0175,"Super Fresh Jerome ",Pending,2025-W50
32,06beb090-8a96-4256-8466-c1779c76b8f2,e80d6f3d-aa7a-46e3-a7c7-fbbe7242c773,,C-Town Supermarket,"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/0dfd7306-e01f-4e54-98f7-beef7f32e5e2.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/0a34d85a-51a1-493c-9a99-0510268c559d.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/43e37135-aec0-45da-bc69-843f6f301573.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/a909b781-1599-432c-8e39-e4808a57c1aa.jpeg""]","{""group_id"":""33a8fd54-88d4-4d5e-9c16-79769b2ed52b"",""quantity"":""40"",""start_day"":""Friday"",""card_title"":""C-Town Supermarket"",""resolution"":""1600x1200"",""triggered_at"":""2025-12-10T13:02:12.289715+00:00""}",2025-12-10 13:02:26.852+00,0193,C-Town Supermarket,Pending,2025-W50
33,634ebdd6-4d0d-482f-8851-9b57daee490b,79df6c31-f8ba-43ce-ac87-600edafdda75,,C-Town Supermarket,"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/a0417131-d52a-48dc-840b-3837f0483009.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/a58dde96-d03e-418e-a490-321724bfd6f3.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/e8ba4fef-ee8d-4f17-814c-5e255ebf2704.jpeg"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/6d4bc7c9-84d4-4cf1-b013-3df0f62e7ce2.jpeg""]","{""group_id"":""ae7c926e-9dc2-46ab-b60b-4d6a88cac829"",""quantity"":""21"",""start_day"":""Friday"",""card_title"":""C-Town Supermarket"",""resolution"":""1080x1920"",""triggered_at"":""2025-12-10T13:02:14.93477+00:00""}",2025-12-10 13:02:27.052+00,0194,C-Town Supermarket,Pending,2025-W50
34,1b61e96d-aa1c-4e5a-8a85-4859474cae6f,72e7f1d6-e57b-4dae-b96d-78c63f7718aa,,Save a Lot (23492),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/33df99e7-e6f7-459d-8a5c-f7bdf55982c9.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/7f19365b-ef58-4e33-b74e-9afa1b364f52.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/d62900da-e03d-4a4a-9e04-7ea3e6275990.png""]","{""group_id"":""c31d5e3d-045b-4b5a-bfe2-809345cc89d6"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (23492)"",""resolution"":null,""triggered_at"":""2025-12-10T15:11:00.829421+00:00""}",2025-12-10 15:11:09.627+00,0352,Save a Lot (23492),Pending,2025-W50
35,bad29c65-411d-4ddf-abe3-2aa8f6f853dd,f4255cbc-5355-408d-991b-86be3ce95ee4,,Save a Lot (23531),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/20fb4e0d-0e4e-4dc0-8186-fd4d3169dd4b.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/7ccbe10c-a886-42cf-885b-b1695d0085a7.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/2eb3741b-b61a-4087-8955-9b3685caf55e.png""]","{""group_id"":""15d86005-70b3-456f-a8f4-6de65f00b388"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (23531)"",""resolution"":""1080x1920"",""triggered_at"":""2025-12-10T15:11:07.537293+00:00""}",2025-12-10 15:11:14.529+00,0353,Save a Lot (23531),Pending,2025-W50
36,c41c73f7-e43d-4039-8334-3a2e7f838289,5a76a5b7-f8a8-4b04-a444-99df8225c87a,,Save a Lot (21499),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/4f9de38c-e66c-4393-8198-ca5d00f48c34.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/8c5d1d73-fa5c-4a70-bdc7-b2fec47f72ce.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/0700e9c9-69bc-4cdf-ae5c-da8c8d7f6aad.png""]","{""group_id"":""934cec4f-7f08-43c9-9442-db9c96b00168"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (21499)"",""resolution"":null,""triggered_at"":""2025-12-10T15:11:05.486725+00:00""}",2025-12-10 15:11:15.284+00,0350,Save a Lot (21499),Pending,2025-W50
37,89722632-5df2-46e6-85af-d572ae0b054e,bf51c2b5-3acd-4411-b334-a32cc690e6b2,,Save a Lot (23263),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/cbcc577a-5c72-4579-bf86-0386e365a5ff.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/38e6dcbc-0045-436a-b374-211664f89864.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/8ac4474c-d406-4b72-8ed0-bc0d592b983e.png""]","{""group_id"":""25d49e27-0ed1-437d-a0f2-cc1665b9708d"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (23263)"",""resolution"":""1080x1920"",""triggered_at"":""2025-12-10T15:11:06.454968+00:00""}",2025-12-10 15:11:15.297+00,0351,Save a Lot (23263),Pending,2025-W50
38,7e077e6f-9db2-41db-bdb8-bfdbc387ba2f,a6f03828-3ae8-4877-b98c-3b4b2581c84d,,Save a Lot (23577),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/045dd2f4-3836-491c-b64b-6be09b4f5bdd.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/873002d6-d947-4b52-a12f-69edb2960db8.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/0fe82356-f1f3-47a0-941d-d98a080116ab.png""]","{""group_id"":""d9e0f519-d755-4690-8329-4e077e9bb145"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (23577)"",""resolution"":null,""triggered_at"":""2025-12-10T15:11:02.101786+00:00""}",2025-12-10 15:11:14.855+00,0354,Save a Lot (23577),Pending,2025-W50
39,35044399-a758-4306-91d2-16f0a2848b7d,ac0d5b9e-dc9e-4d71-b60c-15ee52a5bc75,b90e6bc5-8607-40cd-ac87-daf2f8386150,Save a Lot (24520),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/6fdd1a1b-66d5-474a-bbcf-0543b4d40817.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/6b1616f4-52bd-46ca-9b8b-ee532ba99f87.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/39c69763-da4b-41ba-9789-cfece5c7834a.png""]","{""group_id"":""1650bad5-d8a8-4506-96df-d60287cbbdbe"",""quantity"":null,""start_day"":null,""card_title"":""Save a Lot (24520)"",""resolution"":null,""triggered_at"":""2025-12-10T15:11:04.318044+00:00""}",2025-12-10 15:11:14.9+00,0358,Save a Lot (24520),Pending,2025-W50
40,1960e5cc-7879-4a05-9dc4-5690c4fd3f6f,0aa18f65-d501-4670-82de-01a705025325,,Save a Lot (23694),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/74011455-e976-4be7-82d7-0ad8caa8d529.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/7feec483-7b00-4166-8845-4e334ae1422f.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/03e8d9fe-2459-41bc-ae1d-b1f57ec022b5.png""]","{""group_id"":""32295064-18c5-4f0d-9bc6-5a4e7a352a00"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (23694)"",""resolution"":null,""triggered_at"":""2025-12-10T15:11:03.210433+00:00""}",2025-12-10 15:11:15.549+00,0356,Save a Lot (23694),Pending,2025-W50
41,c4c977ed-f4ca-4493-83fa-374dbb8f9b42,5bc660d4-8dab-4382-8947-a183cc2b2234,,Save a Lot (23674),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/d84812cc-9646-431b-a6e3-9b533eb7e972.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/812fc3ec-6d6b-42da-9933-aa72e0641969.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/5452809c-3e85-4963-93de-cb9bdd9402a3.png""]","{""group_id"":""d4910ae1-ee21-4ada-a03b-21bb17baeac1"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (23674)"",""resolution"":""1080x1920"",""triggered_at"":""2025-12-10T15:11:08.662681+00:00""}",2025-12-10 15:11:21.454+00,0355,Save a Lot (23674),Pending,2025-W50
42,e46ba791-4cf4-40e9-8b85-804d4e4cc816,f7dfdceb-7e2f-4fcf-ba6b-b233cc89367a,,Save a Lot (24224),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/11d2350c-d385-4ffe-a59d-16c54a0a9d3a.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/753c40c7-b24c-4e82-a08a-e3990a4a472b.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/ebd82881-798e-4ee9-ad7d-d72d1f51a786.png""]","{""group_id"":""6b270c29-bfe2-42b4-9f25-6706b04e49f7"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (24224)"",""resolution"":""1080x1920"",""triggered_at"":""2025-12-10T15:11:09.892138+00:00""}",2025-12-10 15:11:21.364+00,0357,Save a Lot (24224),Pending,2025-W50
43,ebab6a0d-cefb-4df7-a37b-a311e72eefbe,ba607f18-7020-4e55-a6c2-3161024c632f,,Save a Lot (24664),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/1dc80450-4e2b-4575-b9cd-9f822904a737.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/5ccf985e-81ab-481d-ad20-65264d7ced57.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/b5dd3d95-7d26-4e89-925f-6f9e243eaab0.png""]","{""group_id"":""aa38c884-8107-44d6-9278-60486d639938"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (24664)"",""resolution"":""1080x1920"",""triggered_at"":""2025-12-10T15:11:17.353642+00:00""}",2025-12-10 15:11:26.455+00,0360,Save a Lot (24664),Pending,2025-W50
44,edb1eced-61b9-4680-bc65-97b594bac18c,3c972788-6a77-4551-8c30-ab36b4971fef,,Save a Lot (60127),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/75b4b077-651b-454e-b22e-edd972b59a75.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/bf347d16-3164-4fe9-bb9c-00cfbbf05e52.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/7fbab254-8a1f-4046-a0a8-81de321c6947.png""]","{""group_id"":""fd779883-7be5-4018-bcb0-4b7c3131e24a"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (60127)"",""resolution"":""1080x1920"",""triggered_at"":""2025-12-10T15:11:15.300747+00:00""}",2025-12-10 15:11:27.019+00,0368,Save a Lot (60127),Pending,2025-W50
45,3b0316ef-548d-40e9-b36e-7cfa6568202f,f8d05ec3-353a-4785-95eb-42a45c6b7699,,Save a Lot (24821),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/926cdf99-fb5d-4bbe-abed-40088c920751.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/36266f6f-bcd6-4839-849e-09a95cd5711d.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/d5f397dc-86ba-463e-b2a1-e14b992cac4c.png""]","{""group_id"":""f5b3bff5-9d6f-4a65-9a83-f35cc6a23282"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (24821)"",""resolution"":null,""triggered_at"":""2025-12-10T15:11:14.314245+00:00""}",2025-12-10 15:11:26.79+00,0365,Save a Lot (24821),Pending,2025-W50
46,09af775e-9222-4a96-a536-cea321128b6d,bdba2899-b097-4221-a1ea-114028c8bb75,,Save a Lot (24695),"[""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/d9c3f8d9-a44e-4c2c-b454-24493389b8bb.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/2b87573f-c192-40e4-acea-cc42f5c691c1.png"",""https://rvx-products-dev-orderimagesbucket-dvsreete.s3.us-east-1.amazonaws.com/order/0e8fb505-dc2b-4a9a-b3ba-9c9eed882270.png""]","{""group_id"":""15094e1e-44d7-495a-8045-71dc1dc3266b"",""quantity"":null,""start_day"":""Wednesday"",""card_title"":""Save a Lot (24695)"",""resolution"":""1080x1920"",""triggered_at"":""2025-12-10T15:11:18.298584+00:00""}",2025-12-10 15:11:26.799+00,0361,Save a Lot (24695),Pending,2025-W50
